,Factory,Ulke,Sehir,Tarih,Kurulus_tarihi,Veri_analistci_tecrubesi,Isci_sayisi,Isci__memnuniyeti,Aylik_uretim_miktari,Uretim_hizi,Gunluk_uretilen_miktar,Gunluk_calisma_suresi,Max_uretilen_urun,Fabrika_sayisi,Yonetici_sayisi,Kapasite_durumu,Lojistik,Lojistik_tur_sayisi,Kullanilan_makina,Uretim_cesidi,Fabrika_depo_sayisi,Ham_madde_cesidi,Kesikli_uretim,Surekli_uretim,Esnek_uretim,Ceo_degisimi,Toplam_uretilmis_urun,Populerite,Malzeme_kalitesi,Urunbasi_ortalama_maliyet,Urunbasi_ortalama_kar,Max_fiyat,Min_fiyat,Max_kar,Max_zarar,Aylik_toplanti,Vardiya,Calisanlara_mesai,Mola_suresi,Urun_hata_orani,Satislarin_dusme_orani,Ortaklarla_uyum,Tedarikci_zorluk_yasanmasi,Calisan_tecrubesi,Ustabasilarinin_ise_önemvermesi,Patronlarin_donanimi,Kasada_acik_cikmasi,Malzeme_kaybi,Dogal_afetler,Tehcizat_pahaliligi,Makine_pahaliligi,Reklam_yetersizligi,Musteriye_hitap,Ithalat_ihracat_sorunlari,Globallesme_orani,Maaslarda_kesinti_orani,Sosyal_medyayi_kullanma,Yanlis_marka_ismi,Pazar_payi,Is_sagligi_orani,Musteri_hizmetlerinin_ilgisi,Yanlis_strateji,Sermayenin_tukenmesi,Vergi_usulsuzlugu,Is_yerindetorpil,Ortaklik_sorunlari,Dunya_ekonomisi_cokusleri,Yazilim_gelistirmeleri,Calisma_veduzenli_uretim,Muhasebeci_tecrubesi,Devam_durumu
533,Factory534,Turkiye,Malatya,12.05.2020,1956,4,2004,3,346000,5,17000,8,276000,15,6,670000,YES,2,19,18,7,5,YES,YES,YES,4,18000000,5,5,498,598,370,270,70,42,3,3,6,1SAAT,2,1,4,1,4,2,5,NO,NO,NO,3,0,YES,5,YES,3,1,YES,NO,5,5,5,NO,NO,YES,NO,NO,NO,5,NO,5,Isliyor
534,Factory535,Turkiye,Hatay,12.05.2020,1976,2,2009,5,288000,4,12000,9,165000,10,11,300000,YES,1,15,27,9,4,YES,YES,YES,5,12000000,5,4,487,587,359,250,50,38,6,1,5,45DK,3,2,3,2,2,1,3,NO,NO,YES,2,0,NO,4,YES,5,2,YES,NO,4,4,5,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
535,Factory536,Turkiye,Kocaeli,12.05.2020,1986,4,3125,3,356000,1,9000,10,340000,10,10,200000,YES,3,14,32,8,6,YES,YES,NO,1,11000000,4,3,455,555,355,252,52,12,7,2,4,45DK,1,1,2,2,3,0,2,YES,NO,NO,1,0,YES,5,YES,4,1,YES,NO,5,5,5,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
536,Factory537,Turkiye,K.maras,12.05.2020,1989,5,3689,4,476000,5,6000,8,330000,10,12,150000,YES,2,13,31,5,7,YES,YES,NO,2,24000000,1,4,432,532,342,263,63,33,8,3,3,1SAAT,2,2,5,1,4,1,5,YES,NO,NO,5,4,YES,5,YES,2,0,NO,YES,4,4,5,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
537,Factory538,Turkiye,Tokat,12.05.2020,1967,4,3994,2,610000,3,15000,7,230000,10,14,150000,YES,3,12,23,68,3,YES,YES,YES,5,12300000,4,5,465,565,388,233,33,28,3,2,6,1SAAT,2,1,4,0,3,3,1,NO,NO,YES,3,3,YES,5,YES,2,0,YES,YES,5,5,4,NO,NO,NO,NO,YES,NO,5,NO,5,Isliyor
538,Factory539,Turkiye,Samsun,12.05.2020,1987,3,4015,1,240000,4,19800,8,540000,12,15,450000,YES,3,10,36,6,4,YES,YES,NO,6,12400000,2,2,487,587,410,320,120,15,4,1,5,1SAAT,1,2,3,1,5,1,3,NO,NO,NO,4,2,NO,5,YES,3,0,YES,NO,3,4,3,NO,NO,NO,NO,YES,YES,4,NO,3,Isliyor
539,Factory540,Turkiye,Zonguldak,12.05.2020,1967,2,1082,0,298000,3,12600,10,570000,14,9,420000,YES,3,13,43,15,6,YES,YES,NO,4,20000000,3,4,467,567,415,325,125,22,6,2,4,1SAAT,0,1,5,2,3,3,4,NO,NO,YES,2,5,NO,3,NO,4,0,YES,YES,3,4,0,NO,NO,NO,NO,NO,YES,4,NO,2,Isliyor
540,Factory541,Turkiye,Adana,12.05.2020,1987,5,3659,2,398000,5,13400,8,240000,15,7,400000,YES,3,16,24,14,8,YES,YES,YES,2,20000000,5,5,487,587,420,330,130,42,8,3,3,45DK,1,2,4,1,1,1,5,NO,NO,YES,4,3,NO,2,YES,3,0,NO,NO,4,4,0,NO,NO,NO,NO,NO,NO,4,YES,3,Isliyor
541,Factory542,Turkiye,Istanbul,12.05.2020,2006,2,4203,4,488000,4,17545,8,160000,16,10,340000,YES,3,17,31,11,9,YES,YES,YES,5,30000000,4,2,498,598,408,302,102,50,9,2,4,45DK,2,2,3,2,3,3,2,NO,NO,NO,3,2,YES,1,YES,2,2,NO,NO,5,4,2,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
542,Factory543,Turkiye,Giresun,12.05.2020,2009,2,2658,5,237000,2,12300,8,115000,17,12,390000,YES,3,22,23,10,5,YES,YES,YES,1,10000000,2,1,512,612,356,264,64,38,4,1,5,45DK,1,2,4,1,4,1,1,YES,NO,NO,2,4,YES,4,YES,3,3,NO,NO,5,4,3,NO,NO,NO,NO,YES,YES,4,YES,5,Isliyor
543,Factory544,Turkiye,Sakarya,12.05.2020,1987,4,2698,4,360000,3,12100,8,125000,10,14,510000,YES,3,26,26,12,6,YES,YES,YES,1,15000000,5,3,523,623,498,330,130,21,2,2,6,1SAAT,2,2,5,2,5,2,5,YES,NO,NO,5,3,YES,5,NO,4,1,YES,NO,2,5,4,NO,NO,NO,NO,YES,YES,5,YES,4,Isliyor
544,Factory545,Turkiye,Ankara,12.05.2020,1986,2,2689,3,420000,4,3500,8,390000,9,9,800000,YES,3,23,37,1,3,YES,YES,YES,1,18000000,4,4,567,667,390,290,90,50,6,3,3,1SAAT,1,1,3,1,3,2,4,NO,NO,NO,4,2,NO,1,NO,4,0,YES,YES,3,5,5,NO,NO,NO,NO,YES,NO,5,YES,3,Isliyor
545,Factory546,Turkiye,Trabzon,12.05.2020,1999,3,3001,2,310000,1,5000,8,376000,11,6,300000,YES,3,24,5,8,4,YES,YES,YES,0,12000000,3,5,598,698,312,200,0,70,7,2,2,1SAAT,2,2,2,2,1,3,3,YES,NO,NO,3,4,NO,5,NO,5,0,YES,NO,4,5,3,NO,NO,NO,NO,YES,NO,5,YES,4,Isliyor
546,Factory547,Turkiye,Rize,12.05.2020,2015,2,3016,5,189000,5,5500,8,346000,15,11,340000,YES,3,25,9,9,6,YES,YES,YES,3,11000000,5,2,511,611,320,210,10,30,8,1,3,45DK,1,3,3,2,3,2,2,NO,NO,NO,5,5,NO,2,YES,3,0,NO,YES,5,5,4,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
547,Factory548,Turkiye,Gumushane,12.05.2020,2012,3,3259,2,348700,4,4500,8,288000,14,10,420000,YES,3,29,11,6,9,YES,YES,YES,6,24000000,4,4,523,623,400,300,100,0,4,2,4,45DK,2,3,4,2,4,1,1,NO,NO,YES,4,4,YES,1,YES,2,0,NO,NO,4,5,5,NO,NO,NO,NO,NO,NO,5,YES,2,Isliyor
548,Factory549,Turkiye,Malatya,12.05.2020,2009,5,1658,2,465000,3,12320,8,356000,16,12,520000,YES,3,21,21,20,3,YES,YES,YES,5,12300000,2,5,543,643,350,250,50,20,3,3,3,1SAAT,2,2,3,2,5,2,5,NO,NO,NO,5,3,YES,5,YES,3,0,NO,NO,5,3,4,NO,NO,NO,NO,NO,NO,3,YES,3,Isliyor
549,Factory550,Turkiye,Hatay,12.05.2020,1980,4,2258,4,276000,5,13450,8,476000,14,9,345000,YES,3,14,23,25,5,YES,YES,YES,4,12400000,3,1,543,643,368,240,40,10,2,2,2,1SAAT,2,1,2,1,3,3,3,NO,NO,YES,3,2,YES,3,NO,5,2,YES,YES,4,2,5,NO,NO,NO,NO,NO,NO,2,YES,4,Isliyor
550,Factory551,Turkiye,Kocaeli,12.05.2020,1978,3,3456,1,165000,5,12000,8,610000,14,15,430000,YES,3,46,26,13,6,NO,YES,YES,0,20000000,4,3,567,667,370,270,70,42,4,1,2,1SAAT,2,2,3,2,2,3,4,YES,NO,YES,1,3,YES,2,NO,4,3,YES,NO,5,3,0,NO,NO,NO,NO,YES,NO,3,YES,4,Isliyor
551,Factory552,Turkiye,K.maras,12.05.2020,1989,3,2700,0,340000,5,14000,8,240000,14,11,700000,YES,3,15,28,14,4,NO,YES,YES,2,20000000,5,5,587,687,359,250,50,38,5,2,4,1SAAT,1,3,4,3,5,2,2,NO,NO,NO,3,4,YES,4,NO,2,4,YES,YES,3,4,0,NO,NO,NO,NO,NO,NO,4,NO,3,Isliyor
552,Factory553,Turkiye,Tokat,12.05.2020,1969,5,2010,2,330000,5,11000,8,298000,16,9,670000,YES,3,38,32,24,3,YES,YES,YES,8,30000000,2,4,569,669,355,252,52,12,7,3,5,45DK,2,1,3,3,1,1,4,YES,NO,NO,4,5,YES,5,YES,3,5,YES,YES,3,5,0,NO,NO,NO,NO,YES,NO,5,YES,4,Isliyor
553,Factory554,Turkiye,Samsun,12.05.2020,2000,4,4002,3,230000,5,17000,8,398000,15,21,300000,YES,3,21,12,26,7,YES,YES,YES,6,10000000,3,2,568,668,342,263,63,33,8,2,3,45DK,3,1,2,2,3,3,3,NO,NO,NO,5,4,YES,1,YES,5,0,YES,NO,4,4,4,NO,NO,NO,NO,NO,YES,4,YES,5,Isliyor
554,Factory555,Turkiye,Zonguldak,12.05.2020,1988,3,3578,5,540000,5,12000,8,488000,12,16,200000,YES,3,24,23,5,9,NO,YES,YES,3,15000000,5,3,455,555,388,233,33,28,5,3,2,45DK,3,4,3,1,4,3,2,NO,NO,NO,3,3,YES,0,YES,4,0,YES,NO,5,3,5,NO,NO,NO,NO,NO,YES,3,YES,4,Isliyor
555,Factory556,Turkiye,Adana,12.05.2020,1999,5,1010,4,570000,4,9000,8,237000,13,4,150000,YES,3,16,25,3,5,YES,YES,YES,5,18000000,4,1,467,567,410,320,120,15,6,3,4,1SAAT,2,3,4,2,5,1,5,YES,NO,YES,2,4,YES,5,YES,2,0,YES,NO,4,4,4,NO,NO,NO,NO,NO,NO,4,NO,3,Isliyor
556,Factory557,Turkiye,Istanbul,12.05.2020,1996,3,2657,1,240000,3,6000,8,360000,14,3,150000,YES,3,11,27,6,4,YES,YES,YES,4,12000000,2,5,487,587,415,325,125,22,4,3,5,1SAAT,1,2,4,3,2,3,4,NO,NO,YES,5,5,YES,4,YES,3,0,YES,NO,5,5,5,NO,YES,NO,NO,YES,YES,5,NO,3,Isliyor
557,Factory558,Turkiye,Giresun,12.05.2020,1995,4,2978,3,160000,3,15000,8,420000,15,5,450000,YES,2,12,32,8,6,YES,YES,YES,2,11000000,3,3,478,578,420,330,130,42,3,3,2,1SAAT,2,1,5,1,1,4,3,YES,NO,NO,1,4,YES,5,YES,4,1,YES,NO,4,2,5,NO,YES,NO,YES,YES,YES,2,NO,4,Isliyor
558,Factory559,Turkiye,Sakarya,12.05.2020,1993,2,3224,5,115000,3,19800,9,310000,16,11,420000,YES,2,14,23,9,8,YES,YES,YES,4,24000000,5,1,467,567,408,302,102,50,5,3,3,45DK,3,2,3,1,5,3,5,YES,NO,NO,3,3,NO,5,YES,3,3,YES,NO,5,3,5,NO,NO,NO,NO,NO,YES,3,YES,5,Isliyor
559,Factory560,Turkiye,Ankara,12.05.2020,1987,3,3548,4,125000,2,12600,10,189000,12,12,400000,YES,3,13,34,17,4,YES,YES,YES,2,12300000,4,3,478,578,356,264,64,38,6,3,4,45DK,1,2,2,4,4,2,4,NO,NO,NO,4,5,YES,5,YES,5,4,YES,YES,4,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
560,Factory561,Turkiye,Trabzon,12.05.2020,1995,2,2002,3,390000,3,13400,10,348700,18,7,340000,YES,3,15,21,15,6,YES,YES,YES,5,12400000,2,4,498,598,498,330,130,21,3,3,2,1SAAT,1,2,3,3,3,1,3,NO,NO,NO,5,2,YES,5,YES,3,2,NO,NO,5,4,5,NO,NO,NO,NO,NO,NO,4,YES,3,Isliyor
561,Factory562,Turkiye,Rize,12.05.2020,1987,5,3312,5,376000,3,17545,8,465000,10,14,390000,YES,3,18,20,16,3,YES,YES,YES,3,20000000,3,5,487,587,390,290,90,50,2,2,1,1SAAT,4,2,5,2,2,2,4,NO,NO,NO,2,1,YES,5,YES,1,0,YES,YES,4,3,4,NO,NO,NO,NO,YES,NO,3,NO,4,Isliyor
562,Factory563,Turkiye,Gumushane,12.05.2020,1977,3,1089,3,346000,3,12300,8,276000,11,16,510000,YES,3,17,21,14,8,YES,YES,YES,7,20000000,1,1,455,555,312,200,0,70,4,1,1,1SAAT,3,1,4,1,1,2,5,NO,NO,YES,1,1,NO,5,YES,3,0,YES,YES,4,4,3,NO,NO,NO,NO,NO,NO,4,NO,5,Isliyor
563,Factory564,Turkiye,Malatya,12.05.2020,1983,4,3001,4,288000,5,12100,9,165000,12,17,800000,YES,3,14,12,2,5,YES,YES,YES,3,30000000,4,3,432,532,320,210,10,30,5,2,2,1SAAT,2,2,2,2,5,2,3,NO,NO,YES,5,1,NO,5,NO,4,0,YES,NO,4,5,4,NO,NO,NO,NO,YES,NO,5,NO,4,Isliyor
564,Factory565,Turkiye,Hatay,12.05.2020,1984,2,2678,2,356000,4,3500,8,340000,13,9,300000,YES,3,13,23,3,3,YES,YES,YES,3,10000000,5,5,465,565,400,300,100,0,7,3,3,45DK,1,1,3,2,3,2,2,NO,NO,NO,4,1,NO,5,YES,5,2,NO,NO,4,4,5,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
565,Factory566,Turkiye,Kocaeli,12.05.2020,1989,3,2780,1,476000,1,5000,8,330000,14,10,340000,YES,3,15,26,5,4,YES,YES,YES,3,15000000,2,2,487,587,350,250,50,20,8,2,4,45DK,2,2,5,2,4,1,3,YES,NO,YES,3,2,YES,5,YES,3,1,NO,NO,4,3,4,NO,NO,NO,NO,YES,NO,3,YES,4,Isliyor
566,Factory567,Turkiye,K.maras,12.05.2020,1990,4,2657,0,610000,5,5500,8,230000,15,10,420000,YES,3,14,4,9,8,YES,YES,YES,2,18000000,3,3,467,567,368,240,40,10,9,3,2,45DK,2,3,4,2,2,2,4,NO,NO,NO,2,3,YES,5,YES,1,0,NO,NO,5,3,2,NO,NO,NO,NO,NO,NO,3,YES,5,Isliyor
567,Factory568,Turkiye,Tokat,12.05.2020,1965,2,2569,2,240000,3,4500,8,540000,15,9,520000,YES,1,16,7,8,5,YES,YES,YES,1,12000000,4,2,487,587,370,270,70,42,3,3,3,1SAAT,2,2,2,1,4,1,3,YES,NO,NO,1,4,YES,5,NO,3,0,YES,YES,5,4,3,NO,NO,NO,NO,NO,NO,4,YES,3,Isliyor
568,Factory569,Turkiye,Samsun,12.05.2020,1967,4,2412,4,298000,4,12320,8,570000,15,12,345000,YES,3,17,6,6,4,YES,YES,NO,4,11000000,3,4,498,598,359,250,50,38,4,2,4,1SAAT,2,1,3,2,3,2,2,YES,NO,NO,5,0,NO,3,NO,4,0,YES,YES,5,5,4,NO,NO,NO,NO,NO,YES,5,YES,3,Isliyor
569,Factory570,Turkiye,Zonguldak,12.05.2020,1987,5,3245,5,398000,3,13450,8,240000,14,13,430000,YES,3,18,9,2,3,YES,YES,NO,5,24000000,2,5,512,612,355,252,52,12,5,1,2,1SAAT,1,2,4,1,2,3,3,NO,NO,NO,3,4,NO,4,NO,5,0,YES,NO,5,4,3,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
570,Factory571,Turkiye,Adana,12.05.2020,1977,4,2156,4,488000,5,12000,8,160000,12,14,700000,YES,3,19,8,1,6,YES,YES,YES,2,12300000,5,1,523,623,342,263,63,33,6,2,2,45DK,2,4,3,2,5,2,4,NO,NO,YES,4,0,NO,5,YES,3,3,NO,NO,5,3,4,NO,NO,NO,NO,NO,NO,3,YES,5,Isliyor
571,Factory572,Turkiye,Istanbul,12.05.2020,1976,3,2089,3,237000,4,14000,8,115000,12,8,670000,YES,3,15,12,16,7,YES,YES,YES,3,12400000,4,3,567,667,388,233,33,28,7,3,2,45DK,1,1,5,3,4,1,3,NO,NO,NO,2,2,YES,5,YES,2,4,NO,NO,3,4,5,NO,NO,NO,NO,YES,YES,4,YES,5,Isliyor
572,Factory573,Turkiye,Giresun,12.05.2020,1987,2,2004,2,360000,2,11000,8,125000,13,11,300000,YES,3,14,11,5,9,YES,YES,YES,6,20000000,5,2,598,698,410,320,120,15,3,2,2,1SAAT,2,3,3,2,3,2,2,NO,NO,YES,4,3,YES,5,YES,5,2,NO,NO,2,5,4,NO,NO,NO,NO,YES,YES,5,YES,2,Isliyor
573,Factory574,Turkiye,Sakarya,12.05.2020,1967,5,2009,5,420000,3,17000,8,390000,10,6,200000,YES,3,13,21,4,5,YES,YES,YES,4,20000000,1,1,511,611,415,325,125,22,2,3,2,1SAAT,3,2,1,1,5,4,3,YES,NO,NO,3,0,YES,5,NO,1,3,YES,NO,3,4,5,NO,NO,NO,NO,NO,YES,4,YES,3,Isliyor
574,Factory575,Turkiye,Ankara,12.05.2020,1999,2,3125,2,310000,4,12000,9,376000,10,11,150000,YES,2,12,23,3,4,YES,YES,YES,5,30000000,3,4,523,623,420,330,130,42,1,2,2,1SAAT,2,1,3,2,4,1,4,YES,NO,NO,2,4,YES,2,NO,3,4,YES,YES,4,5,5,NO,NO,NO,NO,NO,NO,5,YES,4,Isliyor
575,Factory576,Turkiye,Trabzon,12.05.2020,2001,2,3689,2,189000,1,9000,8,346000,11,10,150000,YES,2,10,26,6,6,YES,YES,YES,1,10000000,2,5,543,643,408,302,102,50,5,1,3,1SAAT,1,2,4,4,3,3,4,NO,NO,YES,5,0,YES,3,NO,4,1,YES,YES,5,4,5,NO,NO,NO,NO,NO,NO,4,NO,5,Isliyor
576,Factory577,Turkiye,Rize,12.05.2020,2002,4,3994,4,348700,5,6000,8,288000,11,12,450000,YES,1,13,7,10,4,YES,YES,YES,2,15000000,4,3,543,643,356,264,64,38,6,2,2,45DK,2,3,5,1,4,2,5,NO,NO,NO,4,3,YES,4,YES,5,1,YES,NO,4,5,3,NO,NO,NO,NO,YES,NO,5,YES,4,Isliyor
577,Factory578,Turkiye,Gumushane,12.05.2020,1963,2,4015,1,465000,4,15000,10,356000,11,14,420000,YES,3,16,12,11,6,YES,YES,YES,3,18000000,5,1,567,667,498,330,130,21,8,3,4,45DK,4,1,3,3,5,1,3,NO,NO,NO,3,0,YES,1,YES,2,1,YES,YES,3,3,4,NO,NO,NO,NO,YES,NO,3,YES,5,Isliyor
578,Factory579,Turkiye,Malatya,12.05.2020,1956,3,1082,0,276000,3,19800,9,476000,11,15,400000,YES,3,17,17,5,7,YES,YES,YES,6,12000000,5,4,587,687,390,290,90,50,4,2,5,45DK,1,2,1,2,3,2,2,NO,NO,NO,5,1,YES,2,YES,1,1,YES,NO,4,3,5,NO,NO,NO,NO,YES,NO,3,YES,4,Isliyor
579,Factory580,Turkiye,Hatay,12.05.2020,1967,2,3659,2,165000,5,12600,7,610000,15,9,340000,YES,3,22,26,6,5,YES,YES,YES,5,11000000,4,0,569,669,312,200,0,70,5,1,5,1SAAT,3,2,3,1,2,3,3,NO,NO,NO,4,0,YES,3,YES,5,1,YES,NO,5,4,4,NO,NO,NO,NO,YES,NO,4,NO,5,Isliyor
580,Factory581,Turkiye,Kocaeli,12.05.2020,1988,3,4203,3,340000,5,13400,7,240000,14,7,390000,YES,3,26,12,1,4,YES,YES,NO,8,24000000,5,3,568,668,320,210,10,30,3,2,4,1SAAT,2,1,4,2,3,1,5,YES,NO,YES,3,3,YES,4,YES,4,2,YES,NO,2,5,5,NO,NO,NO,NO,NO,NO,5,NO,3,Isliyor
581,Factory582,Turkiye,K.maras,12.05.2020,1977,5,2658,5,330000,5,17545,8,298000,15,10,510000,YES,3,23,34,12,6,YES,YES,NO,7,12300000,5,2,455,555,400,300,100,0,7,3,5,1SAAT,1,0,5,3,4,2,4,YES,NO,NO,4,0,YES,4,YES,3,0,YES,NO,3,5,4,NO,NO,NO,NO,NO,NO,5,NO,3,Isliyor
582,Factory583,Turkiye,Tokat,12.05.2020,1999,4,2698,4,230000,5,12300,8,398000,19,12,800000,YES,2,24,28,14,7,YES,YES,YES,4,12400000,5,5,467,567,350,250,50,20,6,2,4,45DK,2,1,3,1,3,3,2,NO,NO,YES,5,0,YES,4,YES,2,0,YES,YES,4,2,5,NO,NO,NO,NO,NO,NO,2,YES,4,Isliyor
583,Factory584,Turkiye,Samsun,12.05.2020,2000,1,2689,1,540000,5,12100,9,488000,20,14,300000,YES,1,25,16,5,3,NO,YES,NO,5,20000000,5,0,487,587,368,240,40,10,5,3,6,45DK,3,2,2,2,2,1,3,YES,NO,NO,3,0,YES,4,YES,1,0,YES,NO,4,3,4,NO,NO,NO,NO,NO,YES,3,YES,5,Isliyor
584,Factory585,Turkiye,Zonguldak,12.05.2020,2001,3,3001,3,570000,5,3500,10,237000,14,9,340000,YES,3,29,17,6,4,NO,YES,NO,1,20000000,2,5,478,578,370,270,70,42,3,3,5,1SAAT,1,1,5,2,3,0,5,NO,NO,NO,2,0,YES,4,YES,5,0,NO,YES,3,4,5,NO,NO,NO,NO,YES,YES,4,YES,4,Isliyor
585,Factory586,Turkiye,Adana,12.05.2020,2002,5,3016,5,240000,4,5000,8,360000,10,15,420000,YES,2,21,28,7,6,YES,YES,YES,2,30000000,4,3,467,567,359,250,50,38,8,3,4,1SAAT,2,2,1,1,4,3,4,NO,NO,YES,3,4,NO,5,YES,3,2,YES,NO,4,5,4,NO,NO,NO,NO,NO,NO,5,NO,5,Isliyor
586,Factory587,Turkiye,Istanbul,12.05.2020,1987,4,3259,4,160000,3,5500,7,420000,11,11,520000,YES,3,14,29,9,8,YES,YES,YES,5,10000000,2,0,478,578,355,252,52,12,7,2,3,1SAAT,2,1,3,0,3,2,2,NO,NO,NO,4,3,YES,3,YES,4,3,YES,NO,5,4,5,NO,NO,NO,NO,YES,YES,4,NO,4,Isliyor
587,Factory588,Turkiye,Giresun,12.05.2020,1988,2,1658,3,115000,3,4500,8,310000,13,9,345000,YES,3,46,45,8,9,YES,YES,YES,6,15000000,4,2,498,598,342,263,63,33,5,2,6,1SAAT,1,2,4,1,2,1,2,NO,NO,YES,3,2,YES,4,YES,2,2,YES,YES,4,5,2,NO,NO,NO,NO,NO,YES,5,NO,5,Isliyor
588,Factory589,Turkiye,Sakarya,12.05.2020,1999,4,2258,5,125000,3,12320,10,189000,14,21,430000,YES,3,15,33,5,5,YES,YES,YES,4,18000000,3,0,487,587,388,233,33,28,4,1,5,45DK,0,1,5,2,3,2,3,YES,NO,YES,2,3,YES,5,YES,4,1,NO,NO,3,4,2,NO,NO,YES,NO,NO,YES,4,YES,4,Isliyor
589,Factory590,Turkiye,Ankara,12.05.2020,1976,5,3456,3,390000,2,13450,8,348700,8,16,700000,YES,3,38,26,68,6,YES,YES,YES,2,12000000,4,3,455,555,410,320,120,15,3,3,4,45DK,1,2,2,1,4,1,4,NO,NO,NO,3,1,NO,4,YES,3,3,NO,YES,3,5,2,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
590,Factory591,Turkiye,Trabzon,12.05.2020,2003,4,2700,4,376000,3,12000,8,465000,12,4,670000,YES,3,21,32,6,3,YES,YES,YES,5,11000000,3,1,432,532,415,325,125,22,8,3,3,45DK,2,2,1,2,4,2,3,YES,NO,NO,4,0,NO,5,NO,2,1,NO,YES,4,3,2,NO,NO,NO,NO,YES,NO,3,YES,4,Isliyor
591,Factory592,Turkiye,Rize,12.05.2020,1967,3,2010,2,346000,3,14000,8,276000,11,3,300000,YES,3,24,15,15,4,YES,YES,YES,1,24000000,4,0,465,565,420,330,130,42,5,3,4,1SAAT,1,2,5,1,5,1,2,NO,NO,NO,3,4,NO,4,YES,5,4,YES,NO,5,3,3,NO,NO,NO,NO,YES,NO,3,YES,4,Isliyor
592,Factory593,Turkiye,Gumushane,12.05.2020,2005,2,4002,1,288000,3,11000,8,165000,15,5,200000,YES,3,16,17,14,6,YES,YES,YES,1,12300000,4,4,487,587,408,302,102,50,6,2,5,1SAAT,2,2,4,2,3,2,3,NO,NO,NO,2,2,YES,5,YES,4,5,YES,NO,4,4,4,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
593,Factory594,Turkiye,Malatya,12.05.2020,2010,5,3578,0,356000,5,17000,8,340000,10,11,150000,YES,3,11,18,11,9,YES,YES,YES,1,12400000,4,0,467,567,356,264,64,38,3,3,6,1SAAT,1,1,3,1,2,2,4,YES,NO,NO,3,1,YES,3,YES,3,0,YES,NO,3,5,5,NO,NO,NO,NO,NO,NO,5,YES,4,Isliyor
594,Factory595,Turkiye,Hatay,12.05.2020,1956,2,1010,2,476000,4,12000,8,330000,10,12,150000,YES,3,12,14,10,3,YES,YES,YES,0,20000000,3,5,487,587,498,330,130,21,2,2,3,45DK,2,2,2,2,3,2,4,NO,NO,NO,4,0,YES,4,NO,4,0,NO,NO,4,4,4,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
595,Factory596,Turkiye,Kocaeli,12.05.2020,1976,2,2657,4,610000,1,9000,8,230000,10,7,450000,YES,3,14,16,12,5,YES,YES,YES,3,20000000,3,2,498,598,390,290,90,50,9,3,2,45DK,1,3,1,2,5,2,5,YES,NO,YES,4,4,NO,5,NO,5,0,NO,NO,5,5,5,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
596,Factory597,Turkiye,K.maras,12.05.2020,1986,4,2978,5,240000,5,6000,8,540000,10,14,420000,YES,3,13,27,1,6,YES,YES,YES,6,30000000,5,1,512,612,312,200,0,70,8,2,3,1SAAT,2,3,5,2,4,1,3,YES,NO,NO,5,3,NO,4,NO,3,0,NO,NO,4,4,4,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
597,Factory598,Turkiye,Tokat,12.05.2020,1989,2,3224,4,298000,3,15000,8,570000,12,16,400000,YES,3,15,18,8,4,YES,YES,YES,5,10000000,5,0,523,623,320,210,10,30,5,1,4,1SAAT,2,2,3,2,2,2,2,NO,NO,YES,3,2,NO,5,YES,2,0,YES,YES,5,5,5,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
598,Factory599,Turkiye,Samsun,12.05.2020,1967,3,3548,3,398000,4,19800,8,240000,14,17,340000,YES,3,18,27,9,3,YES,YES,YES,4,15000000,4,3,567,667,400,300,100,0,3,2,3,1SAAT,2,1,4,1,3,3,3,NO,NO,YES,2,1,YES,5,YES,5,0,YES,NO,4,4,4,NO,NO,NO,NO,NO,YES,4,YES,5,Isliyor
599,Factory600,Turkiye,Zonguldak,12.05.2020,1987,2,2002,2,488000,3,12600,8,160000,15,9,390000,YES,3,17,32,6,7,YES,YES,YES,0,18000000,1,4,598,698,350,250,50,20,2,3,2,1SAAT,2,2,2,2,5,3,5,NO,NO,NO,3,0,YES,5,YES,1,0,YES,YES,5,5,5,NO,NO,NO,NO,YES,YES,5,NO,5,Isliyor
600,Factory601,Turkiye,Adana,12.05.2020,1967,3,3312,5,237000,5,13400,8,115000,16,10,510000,YES,3,14,31,20,9,YES,YES,YES,2,12000000,4,0,511,611,368,240,40,10,7,3,2,45DK,1,3,4,3,4,2,4,NO,NO,NO,5,5,YES,5,NO,3,0,YES,YES,3,4,4,NO,NO,NO,NO,NO,NO,4,YES,3,Isliyor
